anna_karenina_en.txt
--------------------
350276 words, 1531808 characters, 13593 unique words, 53 unique characters
Overall: 4.4 avg word length, 4 median word length ('only'), 8 p90 word length ('external')
Unique words: 7.6 avg word length, 7 median word length ('shouted'), 11 p90 word length ('speculators')

Words by length                    Words by frequency                 Words sorted alphabetically        Character frequencies
upright 3                          certificate 2                      needful                            
strides 1                          nihilist 2                         needing                            
precise 3                          repeatedly 2                       needles                            
saunter 1                          litany 2                           needlessly                         
hillock 3                          formality 2                        needn’t                            
clipped 1                          exhortation 2                      needs                              
quail’s 1                          altar 2                            negation                           
keenest 2                          altar-rails 2                      negative                           
tickled 2                          grizzled 2                         negatively                         
mashkin 5                          trained 2                          neglected                          
dippers 2                          hoop 2                             neglecting                         
plaited 1                          originality 2                      negotiation                        
clamber 1                          organs 2                           negotiations                       
reviews 5                          delights 2                         negro                              
amounts 1                          presently 2                        negroes                            
stephan 1                          shamefaced 2                       neighbor                           
perform 2                          ranks 2                            neighborhood                       
repairs 1                          gorgeous 2                         neighboring                        
liberty 6                          lusters 2                          neighbors                          
bathing 8                          choristers 2                       neither                            
kitchen 6                          beadle 2                           nephew                             
stringy 1                          orange 2                           neptunova                          
restive 2                          waistcoats 2                       nerve                              
strayed 1                          crumpled 2                         nerves                             
exerted 2                          scalloped 2                        nervous                            
assured 4                          strikingly 2                       nervously                          
elder’s 2                          unlighted 2                        nervousness                        
drawers 2                          stooped 2                          nest                               
periods 2                          piping 2                           nestled                            
tanya’s 3                          synod 2                            net                                
gussets 1                          vouchsafe 2                        nettle                             
happily 7                          joinest 2                          nettles                            
brownie 2                          didst 2                            network                            
delayed 3                          isaac 2                            never                              
aliosha 1                          covenant 2                         never-ceasing                      
forgave 9                          uncomprehended 2                   never-failing                      
blouses 1                          callousness 2                      nevertheless                       
jackets 2                          male 2                             nevsky                             
shrieks 6                          brilliantly 2                      nevyedovsky                        
terenty 1                          korsunskaya 2                      nevyedovsky’s                      
screams 3                          anyone’s 2                         new                                
cherubs 1                          siniavin 2                         new-fashioned                      
refrain 1                          tcharskaya 2                       newborn                            
hurting 3                          nikolaeva 2                        newest                             
brindle 1                          women-friends 2                    newly                              
laundry 1                          irrelevant 2                       news                               
obscure 6                          tenor 2                            newspaper                          
revived 5                          unto 2                             newspapers                         
chooses 3                          congratulated 2                    next                               
snapped 2                          closeness 2                        ne’er-do-wells                     
payment 5                          wide-brimmed 2                     nibbling                           
yielded 7                          diversion 2                        nice                               
owner’s 1                          monotony 2                         nicely                             
answers 15                         hence 2                            nicer                              
cottage 1                          comprehending 2                    nicest                             
contain 1                          doubly 2                           nicety                             
convict 1                          frankness 2                        nich                               
haycock 7                          coloring 2                         nickname                           
bashful 1                          heirs 2                            nicknamed                          
bundles 3                          launched 2                         niece                              
armfuls 1                          unpardonably 2                     night                              
arching 1                          consolatory 2                      night-cabmen                       
browned 1                          aptitude 2                         night-shirt                        
thunder 5                          anticipate 2                       night-watchman                     
envious 8                          accepts 2                          nightcap                           
rousing 7                          embodied 2                         nightingales                       
abreast 1                          neglected 2                        nightmare                          
sunrise 2                          free-thinkers 2                    nights                             
barking 1                          morality 2                         nightshirt                         
heights 3                          extracts 2                         nighttime                          
coldest 1                          creeds 2                           night’s                            
proceed 2                          suburb 2                           nihilist                           
tchagin 1                          lodging 2                          nikandrov                          
sigonin 1                          tallow 2                           nikitin                            
dueling 2                          sketched 2                         nikitins                           
hugging 4                          shopkeeper 2                       nikititch                          
trigger 3                          corrections 2                      nikitsky                           
closing 13                         olive-green 2                      nikolaeva                          
expects 1                          critic 2                           nikolaevitch                       
godsend 1                          thick-set 2                        nikolaevna                         
calumny 1                          peevish 2                          nikolaevna’s                       
attacks 3                          amateurs 2                         nikolay                            
measure 5                          dilettanti 2                       nikolay’s                          
casting 3                          artists 2                          nikolinka                          
pausing 3                          chapter 2                          nil                                
caprice 2                          unequal 2                          nilsson                            
tuesday 5                          fidelity 2                         nilsson’s                          
enclose 2                          exhibitions 2                      nimble                             
folding 6                          coverings 2                        nine                               
massive 3                          adroit 2                           nine-tenths                        
courier 5                          detract 2                          nineteen                           
perusal 1                          gem 2                              ninety-eight                       
contact 3                          ecstasies 2                        ninety-nine                        
glaring 3                          implied 2                          nip                                
reforms 3                          recurred 2                         nitouche                           
inertia 2                          imprinted 2                        nitrate                            
musical 7                          sweetest 2                         nizhigorod                         
quarter 4                          notwithstanding 2                  nizhni                             
failure 8                          invitations 2                      no                                 
shtoltz 4                          disquisitions 2                    noah                               
croquet 8                          caressed 2                         nobility                           
adorers 2                          intolerably 2                      noble                              
stremov 20                         cornices 2                         nobleman                           
brushes 3                          surprises 2                        nobleman’s                         
objects 5                          stores 2                           noblemen                           
peaches 2                          inexperienced 2                    nobler                             
binding 3                          mistress’s 2                       nobles                             
showers 1                          puddings 2                         nobly                              
matting 1                          warmer 2                           nobody                             
wrapper 1                          redoubled 2                        nod                                
striven 2                          incomprehensibly 2                 nodded                             
breathe 4                          honeymoon 2                        nodding                            
consist 3                          grandfather’s 2                    nods                               
admirer 3                          sewing 2                           noise                              
cunning 2                          anomalous 2                        noiseless                          
devices 1                          contributed 2                      noiselessly                        
natures 1                          manufactures 2                     noises                             
chained 1                          sources 2                          noisily                            
languid 1                          promoting 2                        noisy                              
passive 2                          tcharsky 2                         nominal                            
diamond 1                          intensify 2                        non-applicability                  
lounged 1                          holes 2                            non-arrival                        
players 4                          curl 2                             non-existent                       
pleaded 1                          washstand 2                        non-materialistic                  
lessive 2                          fretted 2                          non-official                       
saddler 1                          effeminate 2                       non-platonic                       
current 6                          idly 2                             non-success                        
revenue 1                          marquise 2                         nonchalant                         
decline 3                          death’s 2                          none                               
foresee 1                          nikolaevna’s 2                     nonplussed                         
chopped 1                          shuddering 2                       nonsense                           
steered 2                          newest 2                           noonday                            
uniting 2                          honestly 2                         noose                              
scrapes 1                          bedstead 2                         nor                                
central 2                          frightening 2                      nordston                           
beloved 5                          dirt 2                             normal                             
waltzes 1                          groans 2                           northern                           
singers 1                          thighs 2                           nos                                
tumbler 1                          huddled 2                          nose                               
settles 1                          towels 2                           nosegay                            
craning 2                          engineers 2                        noses                              
revelry 1                          ridge 2                            nostrils                           
foresaw 2                          jutting 2                          not                                
satisfy 3                          limp 2                             notary                             
noxious 2                          tidily 2                           note                               
blanche 3                          attending 2                        notebook                           
protect 4                          text 2                             notebooks                          
similes 1                          shocking 2                         noted                              
fardeau 4                          bedsores 2                         notes                              
footing 1                          unpacked 2                         nothing                            
blended 3                          comb 2                             nothing’s                          
tingled 1                          tress 2                            notice                             
fumbled 1                          brightening 2                      noticeable                         
joining 3                          hopeful 2                          noticed                            
grounds 10                         cutlet 2                           noticing                           
affront 1                          duration 2                         notified                           
doubted 7                          iodine 2                           notion                             
rupture 6                          vindictive 2                       notions                            
outline 1                          sickness 2                         notorious                          
prepare 2                          belongings 2                       notwithstanding                    
drooped 2                          courses 2                          nourishment                        
torrent 2                          uncle’s 2                          nous                               
expound 3                          attachment 2                       novel                              
radical 1                          channel 2                          novels                             
protest 2                          goodwill 2                         novelty                            
flatter 1                          flavor 2                           november                           
manured 1                          modified 2                         now                                
forcing 3                          jovial 2                           nowadays                           
induced 3                          protestations 2                    nowhere                            
tempted 5                          count’s 2                          noxious                            
halfway 2                          komissarov 2                       nuits                              
charred 1                          minister 2                         numbed                             
cleanly 2                          overjoyed 2                        number                             
dresser 1                          palace 2                           numbers                            
puddles 1                          bras 2                             numerous                           
railing 1                          dessous 2                          numerova                           
creaked 1                          homme 2                            nurse                              
gelding 1                          committees 2                       nursed                             
rebuilt 1                          careth 2                           nursery                            
earthed 1                          scripture 2                        nurses                             
thinned 1                          serving 2                          nurse’s                            
wenches 1                          reverse 2                          nursing                            
finogen 1                          sitnikov 2                         nut                                
pudding 1                          expounding 2                       nutrition                          
logical 4                          snug 2                             nuts                               
serfdom 6                          interpret 2                        n’a                                
readier 1                          transient 2                        n’ai                               
display 2                          hall-porter’s 2                    n’est                              
repulse 1                          vladimir 2                         n’est-ce                           
dimples 2                          adverb 2                           o                                  
trapeze 1                          penknife 2                         oak                                
bosom’s 1                          bible 2                            oak-tree                           
remarks 10                         rock 2                             oases                              
there’d 1                          patriarchs 2                       oasis                              
barters 1                          translation 2                      oatfield                           
loathes 1                          foregone 2                         oaths                              
presser 1                          alexeitch 2                        oats                               
auction 1                          honor’s 2                          obedience                          
costing 2                          wriggling 2                        obedient                           
famling 1                          gulping 2                          obediently                         
manager 3                          swindle 2                          obeyed                             
muddles 1                          kinder 2                           obeying                            
lawyers 4                          parcel 2                           obiralovka                         
prisons 2                          suggest 2                          object                             
commune 4                          toothless 2                        objected                           
rammers 1                          personality 2                      objection                          
factory 2                          spiritually 2                      objections                         
educate 6                          sets 2                             objects                            
leeches 1                          shopping 2                         obligation                         
repeats 1                          willfully 2                        obligatory                         
spencer 4                          chimney 2                          oblige                             
turmoil 2                          tipping 2                          obliged                            
replies 3                          box-opener 2                       obliging                           
sheaves 6                          applause 2                         obliterated                        
tillage 1                          uninteresting 2                    oblivion                           
workers 1                          injury 2                           oblivious                          
shuraev 2                          tapping 2                          oblong                             
housing 1                          kartasovs 2                        oblonskaya                         
require 1                          kartasov 2                         oblonsky                           
excuses 1                          stocks 2                           oblonskys                          
copying 1                          jostled 2                          oblonsky’s                         
systems 2                          implored 2                         obscure                            
applied 2                          appetites 2                        observance                         
collect 4                          meaningful 2                       observation                        
gaiters 4                          print 2                            observations                       
scholar 1                          cigar-case 2                       observe                            
needles 1                          refined 2                          observed                           
whoever 4                          jam-making 2                       observer                           
selfish 1                          raspberry 2                        observing                          
jerking 2                          scum 2                             obstacle                           
dryness 1                          syrup 2                            obstacles                          
money’s 2                          frighten 2                         obstinacy                          
stifled 1                          restful 2                          obstinate                          
mumbled 3                          insincerity 2                      obstinately                        
clearer 7                          straightforwardness 2              obtain                             
necktie 1                          visibly 2                          obtained                           
endured 1                          hazel 2                            obtaining                          
princes 4                          overhead 2                         obtrusively                        
nations 1                          buzzed 2                           obvious                            
chamois 3                          coils 2                            obviously                          
smashed 2                          romantic 2                         occasion                           
dancers 1                          dans 2                             occasionally                       
gratify 1                          jeune 2                            occasioned                         
equable 2                          flecked 2                          occasions                          
seventh 1                          stalk 2                            occupation                         
prowess 1                          schoolboy 2                        occupations                        
bidding 2                          holidays 2                         occupied                           
chewing 1                          apathy 2                           occupies                           
closely 3                          pointer 2                          occupy                             
crochet 3                          amiability 2                       occupying                          
thérèse 2                          hospitable 2                       occur                              
affords 1                          advising 2                         occurred                           
jarring 2                          scolded 2                          ocean                              
steeped 1                          menacingly 2                       october                            
release 1                          wretch 2                           odd                                
roughly 1                          civility 2                         odor                               
pitched 1                          paws 2                             of                                 
forsake 1                          wreck 2                            off                                
planned 4                          indefinite 2                       offenbach’s                        
intrust 4                          calculating 2                      offend                             
emperor 2                          kolpensky 2                        offended                           
reddish 2                          disputed 2                         offending                          
wedding 27                         steppes 2                          offense                            
consult 1                          steppe 2                           offensive                          
reduced 4                          trace-horse 2                      offer                              
victory 6                          clambering 2                       offered                            
product 2                          clumps 2                           offering                           
priests 2                          sportsman’s 2                      offers                             
ancient 3                          bon 2                              office                             
beliefs 8                          bottes 2                           office-papers                      
tactics 2                          squelching 2                       officer                            
nominal 1                          bang 2                             officers                           
blindly 1                          limping 2                          offices                            
gazetoy 1                          popping 2                          official                           
stylish 3                          dozens 2                           officially                         
pestsov 36                         unharnessed 2                      officials                          
garnish 1                          sunlight 2                         officiating                        
provoke 3                          root 2                             offspring                          
affable 2                          homely 2                           often                              
sinners 1                          dusk 2                             oftener                            
becomes 2                          gains 2                            oh                                 
lunched 2                          stays 2                            ohotny                             
enemy’s 1                          trickery 2                         oil                                
sealing 1                          monopolies 2                       oilcloth                           
beseech 7                          roi 2                              old                                
implore 2                          negatively 2                       old-fashioned                      
undoing 1                          women’s 2                          older                              
oranges 1                          episode 2                          oldest                             
cooling 1                          daybreak 2                         olive                              
absence 10                         venez 2                            olive-green                        
pumping 1                          charmante 2                        omen                               
partake 1                          peeled 2                           omens                              
kneaded 1                          earliest 2                         omnibuses                          
knocked 5                          soundly 2                          on                                 
densely 1                          threshing 2                        once                               
chucked 1                          fence 2                            oncle                              
ejected 1                          crescent 2                         one                                
askance 2                          blurs 2                            one-eyed                           
cravats 1                          beehives 2                         one-half                           
density 1                          hobbled 2                          one-sided                          
zoology 2                          determine 2                        one-sidedness                      
authors 1                          blew 2                             one-third                          
possess 1                          storm-clouds 2                     ones                               
flagged 1                          night’s 2                          oneself                            
juryman 1                          bloodstained 2                     one’s                              
comical 1                          vlasyevna 2                        onions                             
negroes 1                          homeward 2                         only                               
scarlet 2                          adventures 2                       onslaught                          
kvitsky 1                          parallel 2                         onslaughts                         
bruises 1                          deaf 2                             ont                                
presume 1                          incredible 2                       onto                               
signify 2                          reckless 2                         oo                                 
informs 2                          petite 2                           open                               
connect 2                          masha’s 2                          open-handedness                    
ceasing 4                          femme 2                            opened                             
verbose 1                          brin 2                             opening                            
laconic 1                          fanny 2                            openings                           
initial 3                          dernier 2                          openly                             
kindest 1                          humorous 2                         opens                              
bedtime 1                          trotted 2                          opera                              
yawning 3                          prison 2                           opera-glass                        
cashier 2                          ill-matched 2                      operations                         
masters 6                          vehicle 2                          opined                             
capella 1                          fulness 2                          opinion                            
myaskin 1                          busied 2                           opinions                           
fresher 1                          look-ee 2                          opium                              
gazetny 1                          businesslike 2                     opponent                           
welling 1                          hobby 2                            opponents                          
wetting 1                          miserly 2                          opportunity                        
muddled 2                          columns 2                          oppose                             
fomin’s 3                          novels 2                           opposed                            
callous 4                          obliging 2                         opposing                           
anguish 5                          twenty-four 2                      opposite                           
shatter 2                          shillings 2                        opposition                         
precept 1                          batiste 2                          oppress                            
coveted 4                          deeper 2                           oppressed                          
perdere 1                          bother 2                           oppresses                          
amazing 3                          baths 2                            oppressing                         
smother 1                          irregular 2                        oppression                         
midwife 7                          comme 2                            oppressive                         
weights 2                          si 2                               oppressors                         
defiant 2                          pleases 2                          or                                 
uncover 5                          stroll 2                           orange                             
revenge 2                          abstractly 2                       oranges                            
proudly 1                          unimpeachable 2                    orchard                            
figured 1                          decoration 2                       orchestra                          
checked 4                          critical 2                         ordained                           
reeling 1                          elsewhere 2                        ordeal                             
bedside 6                          excusing 2                         ordeals                            
newborn 1                          bands 2                            order                              
braided 2                          wards 2                            ordered                            
grinned 1                          lying-in 2                         ordering                           
nurse’s 1                          hell 2                             orderly                            
hushing 2                          complications 2                    orders                             
edwarde 1                          calming 2                          ordinarily                         
rocking 4                          shamelessly 2                      ordinariness                       
smartly 5                          apologizing 2                      ordinary                           
towered 1                          states 2                           organ                              
stripes 1                          es 2                               organisms                          
exacted 2                          exhibition 2                       organization                       
decrees 1                          das 2                              organize                           
renewed 2                          zu 2                               organized                          
revival 1                          typhus 2                           organizing                         
deserve 5                          trait 2                            organs                             
cropped 4                          raillery 2                         oriental                           
dissent 2                          cement 2                           origin                             
forbade 1                          turkish 2                          original                           
stepson 1                          adroitly 2                         originality                        
charged 2                          egoism 2                           originated                         
scoffer 1                          contradictory 2                    ornament                           
sixteen 3                          n’est-ce 2                         orphan                             
vaguest 1                          hesitate 2                         orthodox                           
prayers 7                          tangle 2                           oscillating                        
condemn 1                          fais 2                             ossian’s                           
soldier 9                          bewitched 2                        ostend                             
mankind 4                          hosts 2                            ostensibly                         
creator 3                          snares 2                           other                              
clothed 1                          substance 2                        others                             
created 3                          estates 2                          otherwise                          
trained 2                          outlay 2                           other’s                            
customs 1                          seleznevsky 2                      oublie                             
amateur 3                          redemption 2                       oubliez                            
gogol’s 1                          signature 2                        ought                              
endless 6                          so-and-so 2                        oughtn’t                           
charles 1                          file 2                             our                                
pomaded 4                          guardianship 2                     ours                               
lusters 2                          subscribed 2                       ourselves                          
banners 1                          popular 2                          out                                
belated 1                          monarch 2                          out-of-doors                       
lectern 7                          cathedral 2                        outbidding                         
bride’s 4                          auditing 2                         outburst                           
stooped 2                          admission 2                        outcast                            
profile 1                          grouped 2                          outcries                           
stately 1                          naval 2                            outcry                             
vaulted 1                          partisans 2                        outdone                            
eternal 5                          hliustov 2                         outer                              
joinest 2                          converted 2                        outfit                             
wedlock 1                          briefly 2                          outing                             
asunder 1                          balloted 2                         outlay                             
plights 1                          round-shouldered 2                 outline                            
marie’s 1                          vindictiveness 2                   outlines                           
designs 1                          beastly 2                          outlived                           
widower 1                          stuffy 2                           outlook                            
bounces 1                          crosses 2                          outrer                             
pledged 1                          fatherly 2                         outright                           
shallow 1                          distractions 2                     outside                            
palazzo 8                          registered 2                       outsider                           
brushed 1                          confidently 2                      outsiders                          
mingled 1                          son-in-law 2                       outstretched                       
charmed 3                          lime-tree 2                        outstrip                           
atelier 1                          relieved 2                         outstripped                        
accepts 2                          refuses 2                          outward                            
confirm 1                          miller 2                           outwardly                          
gazette 1                          deficient 2                        outweigh                           
realism 3                          voted 2                            outweighed                         
mæcenas 1                          bol 2                              oval                               
atheism 1                          repay 2                            ovations                           
furnish 1                          patronized 2                       over                               
lodging 2                          sventitsky 2                       over-bold                          
feature 1                          stony 2                            over-boot                          
tiniest 1                          trustworthy 2                      over-nervous                       
critics 1                          monthly 2                          over-tired                         
falsely 1                          pleasanter 2                       overawed                           
peevish 2                          aline-nadine 2                     overbalancing                      
